"checking_status","duration","credit_history","loan_purpose","credit_amount","savings_status","employment","installment_commitment","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","credit_class","gender","credit_class_binary"
"0<=X<200",18,"existing paid","Consumer goods",1113,"<100","1<=X<4",4,"guarantor",4,"real estate",26,"stores","own",1,"unskilled resident",1,0,1,"good",1,1
"0<=X<200",6,"existing paid","Consumer goods",2063,"<100","<1",4,"none",3,"car",30,"stores","rent",1,"high qualified",0,1,1,"good",0,1
"no checking",12,"critical/order existing credit","Consumer goods",1934,"<100",">=7",2,"none",2,"no known property",26,"stores","own",2,"skilled",0,0,1,"good",0,1
"no checking",11,"critical/order existing credit","Consumer goods",1154,"100<=X<500","unemployed",4,"none",4,"real estate",57,"stores","own",3,"unskilled resident",0,0,1,"good",1,1
"<0",12,"existing paid","Consumer goods",1620,"<100","1<=X<4",2,"co applicant",3,"life insurance",30,"stores","own",1,"skilled",0,0,1,"good",1,1
"<0",18,"critical/order existing credit","Consumer goods",1880,"<100","4<=X<7",4,"none",1,"life insurance",32,"stores","own",2,"high qualified",0,1,1,"good",0,1
"no checking",6,"existing paid","education",1538,"<100","<1",1,"none",2,"no known property",56,"stores","own",1,"skilled",0,0,1,"good",1,1
"no checking",9,"critical/order existing credit","Car Purchase",2134,"<100","1<=X<4",4,"none",4,"car",48,"stores","own",3,"skilled",0,1,1,"good",0,1
"0<=X<200",9,"existing paid","Consumer goods",2030,"<100","4<=X<7",2,"none",1,"car",24,"stores","own",1,"skilled",0,1,1,"good",0,1
"no checking",12,"critical/order existing credit","Car Purchase",682,"100<=X<500","4<=X<7",4,"none",3,"car",51,"stores","own",2,"skilled",0,1,1,"good",1,1
"0<=X<200",9,"existing paid","Consumer goods",790,"500<=X<1000","1<=X<4",4,"none",3,"real estate",66,"stores","own",1,"unskilled resident",0,0,1,"good",1,1
"<0",12,"existing paid","Consumer goods",2578,"<100","unemployed",3,"none",4,"no known property",55,"stores","for free",1,"high qualified",0,0,1,"good",1,1
"no checking",14,"delayed previously","Car Purchase",802,"<100","1<=X<4",4,"none",2,"car",27,"stores","own",2,"unskilled resident",0,0,1,"good",0,1
"<0",30,"no credits/all paid","Consumer goods",4583,"<100","1<=X<4",2,"guarantor",2,"real estate",32,"stores","own",2,"skilled",0,0,1,"good",0,1
">=200",42,"critical/order existing credit","Car Purchase",4796,"<100",">=7",4,"none",4,"no known property",56,"stores","for free",1,"skilled",0,1,1,"good",0,1
"no checking",15,"existing paid","Consumer goods",2186,"500<=X<1000","4<=X<7",1,"none",4,"real estate",33,"bank","rent",1,"unskilled resident",0,0,1,"good",1,1
"0<=X<200",6,"existing paid","Consumer goods",590,"<100","<1",3,"none",3,"real estate",26,"stores","own",1,"unskilled resident",0,0,1,"good",0,1
"no checking",48,"critical/order existing credit","education",6110,"<100","1<=X<4",1,"none",3,"no known property",31,"bank","for free",1,"skilled",0,1,1,"good",0,1
"<0",21,"existing paid","Consumer goods",2606,"<100","<1",4,"none",4,"life insurance",28,"stores","rent",1,"high qualified",0,1,1,"good",1,1
"0<=X<200",24,"existing paid","Consumer goods",2904,"100<=X<500","1<=X<4",1,"none",4,"life insurance",48,"stores","own",1,"unskilled resident",0,1,1,"good",1,1
"no checking",12,"critical/order existing credit","Consumer goods",976,"500<=X<1000",">=7",4,"none",4,"car",35,"stores","own",2,"skilled",0,0,1,"good",0,1
"no checking",12,"existing paid","Car Purchase",1884,"<100",">=7",4,"none",4,"car",39,"stores","own",1,"high qualified",0,1,1,"good",0,1
"<0",15,"delayed previously","Consumer goods",3643,"<100",">=7",1,"none",4,"life insurance",27,"stores","own",2,"unskilled resident",0,0,1,"good",1,1
"0<=X<200",24,"existing paid","Consumer goods",3069,"100<=X<500",">=7",4,"none",4,"no known property",30,"stores","for free",1,"skilled",0,0,1,"good",0,1
"<0",12,"existing paid","Consumer goods",1858,"<100","<1",4,"none",1,"car",22,"stores","rent",1,"skilled",0,0,1,"good",1,1
"no checking",15,"critical/order existing credit","Car Purchase",5045,"<100",">=7",1,"none",4,"car",59,"stores","own",2,"skilled",0,1,1,"good",1,1
"0<=X<200",24,"delayed previously","business",4712,"<100","1<=X<4",4,"none",2,"life insurance",37,"bank","own",2,"high qualified",0,1,1,"good",0,1
"0<=X<200",36,"existing paid","Car Purchase",8133,"<100","1<=X<4",2.14,"none",2,"life insurance",30,"bank","own",1,"skilled",0,0,1,"good",1,1
"no checking",9,"existing paid","Consumer goods",1313,"<100",">=7",1,"none",4,"car",20,"stores","own",1,"skilled",0,0,1,"good",0,1
"0<=X<200",18,"critical/order existing credit","Consumer goods",4335,"<100","unemployed",4,"none",4,"life insurance",40,"stores","own",2,"high qualified",0,1,1,"good",0,1
"0<=X<200",12,"existing paid","Consumer goods",1158,"500<=X<1000","1<=X<4",3,"none",1,"car",26,"stores","own",1,"skilled",0,1,1,"good",0,1
"0<=X<200",18,"existing paid","Consumer goods",3017,"<100","<1",3,"none",1,"real estate",34,"stores","rent",1,"high qualified",0,0,1,"good",1,1
"no checking",24,"delayed previously","Consumer goods",4151,"100<=X<500","1<=X<4",2,"none",3,"life insurance",35,"stores","own",2,"skilled",0,0,1,"good",0,1
"<0",24,"existing paid","Consumer goods",4020,"<100","1<=X<4",2,"none",2,"car",30,"stores","own",1,"skilled",0,0,1,"good",0,1
"no checking",36,"critical/order existing credit","Car Purchase",3535,"<100","4<=X<7",4,"none",4,"car",37,"stores","own",2,"skilled",0,1,1,"good",0,1
"no checking",60,"delayed previously","Consumer goods",15653,"<100","4<=X<7",2,"none",4,"car",21,"stores","own",2,"skilled",0,1,1,"good",0,1
"0<=X<200",36,"critical/order existing credit","Consumer goods",2337,"<100",">=7",4,"none",4,"real estate",36,"stores","own",1,"skilled",0,0,1,"good",0,1
"no checking",24,"critical/order existing credit","Consumer goods",2424,"<100",">=7",4,"none",4,"life insurance",53,"stores","own",2,"skilled",0,0,1,"good",0,1
"<0",15,"critical/order existing credit","Consumer goods",975,"<100","1<=X<4",2,"none",3,"life insurance",25,"stores","own",2,"skilled",0,0,1,"good",0,1
"0<=X<200",30,"no credits/all paid","business",4221,"<100","1<=X<4",2,"none",1,"car",28,"stores","own",2,"skilled",0,0,1,"good",1,1
"0<=X<200",12,"existing paid","Car Purchase",7472,"<100","unemployed",1,"none",2,"real estate",24,"stores","rent",1,"unemp/unskilled non res",0,0,1,"good",1,1
"<0",20,"critical/order existing credit","Consumer goods",4272,"<100",">=7",1,"none",4,"life insurance",24,"stores","own",2,"skilled",0,0,1,"good",1,1
"no checking",24,"existing paid","Consumer goods",929,">=1000","4<=X<7",4,"none",2,"car",31,"stores","own",1,"skilled",0,1,1,"good",0,1
"no checking",10,"existing paid","Car Purchase",1364,"<100","1<=X<4",2,"none",4,"car",64,"stores","own",1,"skilled",0,1,1,"good",1,1
"<0",6,"existing paid","Consumer goods",2647,"500<=X<1000","1<=X<4",2,"none",3,"real estate",44,"stores","rent",1,"unskilled resident",1,0,1,"good",0,1
"no checking",12,"critical/order existing credit","Consumer goods",717,"<100",">=7",4,"none",4,"real estate",52,"stores","own",3,"skilled",0,0,1,"good",0,1
"<0",12,"existing paid","Consumer goods",2930,"<100","4<=X<7",2,"none",1,"real estate",27,"stores","own",1,"skilled",0,0,1,"good",1,1
"no checking",36,"existing paid","Car Purchase",8133,"<100","1<=X<4",1,"none",2,"life insurance",30,"bank","own",1,"skilled",0,0,1,"good",1,1
"no checking",24,"existing paid","Car Purchase",5433,"<100","unemployed",2,"none",4,"life insurance",26,"stores","rent",1,"high qualified",0,1,1,"good",1,1
"0<=X<200",18,"existing paid","business",1913,">=1000","<1",3,"none",3,"real estate",36,"bank","own",1,"skilled",0,1,1,"good",0,1
"no checking",30,"existing paid","Consumer goods",2333,"500<=X<1000",">=7",4,"none",2,"car",30,"bank","own",1,"high qualified",0,0,1,"good",0,1
"0<=X<200",18,"existing paid","education",1239,"<100","1<=X<4",3.42,"none",4,"no known property",61,"stores","for free",1,"skilled",0,0,1,"good",0,1
"no checking",12,"existing paid","Consumer goods",1574,"<100","1<=X<4",4,"none",2,"real estate",50,"stores","own",1,"skilled",0,0,1,"good",0,1
"no checking",54,"no credits/all paid","Car Purchase",9436,"<100","1<=X<4",2,"none",2,"life insurance",39,"stores","own",1,"unskilled resident",1,0,1,"good",0,1
"no checking",24,"critical/order existing credit","Consumer goods",5150,"<100",">=7",4,"none",4,"car",33,"stores","own",1,"skilled",0,1,1,"good",0,1
"no checking",24,"critical/order existing credit","Car Purchase",4139,"<100","1<=X<4",3,"none",3,"life insurance",38,"stores","own",2,"unskilled resident",0,1,1,"good",0,1
"no checking",24,"existing paid","Consumer goods",3430,"500<=X<1000",">=7",3,"none",2,"car",31,"stores","own",1,"skilled",1,1,1,"good",0,1
"0<=X<200",12,"critical/order existing credit","Consumer goods",1592,">=1000","4<=X<7",3,"none",2,"life insurance",35,"stores","own",1,"skilled",0,0,0,"good",1,1
"<0",12,"existing paid","Consumer goods",2578,"<100","unemployed",3,"none",4,"no known property",55,"stores","for free",1,"high qualified",0,0,1,"good",1,1
"no checking",12,"existing paid","Consumer goods",3077,"<100","1<=X<4",2,"none",4,"car",52,"stores","own",1,"skilled",0,1,1,"good",0,1
"0<=X<200",36,"existing paid","education",3711,"500<=X<1000","1<=X<4",2,"none",2,"car",27,"stores","own",1,"skilled",0,0,1,"good",0,1
"0<=X<200",20,"delayed previously","Car Purchase",7057,"<100","4<=X<7",3,"none",4,"life insurance",36,"bank","rent",2,"skilled",1,1,1,"good",0,1
"0<=X<200",9,"existing paid","Car Purchase",1549,"<100","<1",4,"none",2,"real estate",35,"stores","own",1,"unemp/unskilled non res",0,0,1,"good",0,1
"0<=X<200",21,"existing paid","Consumer goods",3976,"100<=X<500","4<=X<7",2,"none",3,"car",35,"stores","own",1,"skilled",0,1,1,"good",0,1
"no checking",9,"existing paid","education",3832,"<100",">=7",1,"none",4,"real estate",64,"stores","own",1,"unskilled resident",0,0,1,"good",0,1
"0<=X<200",6,"existing paid","Consumer goods",1068,"<100",">=7",4,"none",4,"car",28,"stores","own",1,"skilled",1,0,1,"good",0,1
"no checking",36,"existing paid","Consumer goods",3835,"100<=X<500",">=7",2,"none",4,"real estate",45,"stores","own",1,"unskilled resident",0,1,1,"good",1,1
"0<=X<200",12,"critical/order existing credit","Car Purchase",1860,"<100","unemployed",4,"none",2,"car",34,"stores","own",2,"high qualified",0,1,1,"good",0,1
"0<=X<200",18,"critical/order existing credit","business",1887,"100<=X<500","1<=X<4",4,"none",4,"real estate",28,"bank","own",2,"skilled",0,0,1,"good",0,1
"<0",47,"existing paid","Car Purchase",10722,"<100","<1",1,"none",1,"real estate",35,"stores","own",1,"unskilled resident",0,1,1,"good",1,1
"no checking",24,"delayed previously","Car Purchase",4679,"<100","4<=X<7",3,"none",3,"car",35,"stores","own",2,"unskilled resident",0,1,1,"good",0,1
"no checking",48,"critical/order existing credit","Consumer goods",3578,"<100",">=7",4,"none",1,"real estate",47,"stores","own",1,"skilled",0,1,1,"good",0,1
"0<=X<200",18,"critical/order existing credit","Consumer goods",3612,"<100",">=7",3,"none",4,"life insurance",37,"stores","own",1,"skilled",0,1,1,"good",1,1
"0<=X<200",7,"existing paid","Consumer goods",2576,"<100","1<=X<4",2,"guarantor",2,"real estate",35,"stores","own",1,"skilled",0,0,1,"good",0,1
"<0",18,"no credits/all paid","business",3104,"<100","4<=X<7",3,"none",1,"life insurance",31,"bank","own",1,"skilled",0,1,1,"good",0,1
">=200",30,"critical/order existing credit","Consumer goods",3656,"100<=X<500",">=7",4,"none",4,"life insurance",49,"stores","own",2,"unskilled resident",0,0,1,"good",0,1
"<0",12,"delayed previously","Car Purchase",1344,"<100","1<=X<4",4,"none",2,"real estate",43,"stores","own",2,"unskilled resident",1,0,1,"good",0,1
"no checking",20,"critical/order existing credit","Car Purchase",3485,"500<=X<1000","<1",2,"none",4,"real estate",44,"stores","own",2,"skilled",0,1,1,"good",0,1
">=200",12,"existing paid","Consumer goods",3016,"<100","1<=X<4",3,"none",1,"car",24,"stores","own",1,"skilled",0,0,1,"good",0,1
"0<=X<200",30,"critical/order existing credit","Car Purchase",2181,"<100",">=7",4,"none",4,"real estate",36,"stores","own",2,"skilled",0,0,1,"good",0,1
"no checking",10,"existing paid","Car Purchase",1546,"<100","1<=X<4",3,"none",2,"real estate",31,"stores","own",1,"unskilled resident",1,0,0,"good",0,1
"0<=X<200",24,"critical/order existing credit","Consumer goods",3777,">=1000","1<=X<4",4,"none",4,"real estate",50,"stores","own",1,"skilled",0,1,1,"good",0,1
"0<=X<200",6,"existing paid","repairs",454,"<100","<1",3,"none",1,"life insurance",22,"stores","own",1,"unskilled resident",0,0,1,"good",0,1
"no checking",18,"existing paid","Consumer goods",2051,"<100","<1",4,"none",1,"real estate",33,"stores","own",1,"skilled",0,0,1,"good",0,1
"<0",48,"existing paid","education",7476,"<100","4<=X<7",4,"none",1,"no known property",50,"stores","for free",1,"high qualified",0,1,1,"good",0,1
"<0",12,"existing paid","Consumer goods",3590,"<100","1<=X<4",2,"co applicant",2,"life insurance",29,"stores","own",1,"unskilled resident",1,0,1,"good",0,1
"no checking",6,"existing paid","Consumer goods",2108,"<100","4<=X<7",2,"none",2,"real estate",29,"stores","rent",1,"skilled",0,0,1,"good",0,1
"0<=X<200",14,"existing paid","business",1410,"500<=X<1000",">=7",1,"none",3,"real estate",35,"stores","own",1,"skilled",0,1,1,"good",0,1
"no checking",24,"existing paid","business",1258,"<100","4<=X<7",4,"none",1,"real estate",25,"stores","own",1,"skilled",0,1,1,"good",0,1
"no checking",12,"critical/order existing credit","Consumer goods",1402,"500<=X<1000","4<=X<7",3,"none",4,"car",37,"stores","rent",1,"skilled",0,1,1,"good",1,1
"<0",27,"critical/order existing credit","business",2442,"<100",">=7",4,"none",4,"car",43,"stores","own",4,"high qualified",1,1,1,"good",0,1
"no checking",12,"critical/order existing credit","Consumer goods",930,"<100",">=7",4,"none",4,"real estate",65,"stores","own",4,"skilled",0,0,1,"good",0,1
"0<=X<200",24,"critical/order existing credit","Consumer goods",1743,"<100",">=7",4,"none",2,"life insurance",48,"stores","own",2,"unskilled resident",0,0,1,"good",0,1
"0<=X<200",24,"delayed previously","Car Purchase",1965,"<100","1<=X<4",4,"none",4,"car",42,"stores","rent",2,"skilled",0,1,1,"good",1,1
"<0",24,"existing paid","Car Purchase",2964,"<100",">=7",4,"none",4,"no known property",49,"bank","for free",1,"skilled",1,1,1,"good",0,1
"<0",30,"existing paid","Car Purchase",3857,"<100","1<=X<4",4,"none",4,"life insurance",40,"stores","own",1,"high qualified",0,1,1,"good",0,1
"no checking",24,"critical/order existing credit","Consumer goods",5150,"<100",">=7",4,"none",4,"car",43,"stores","own",1,"skilled",0,1,1,"good",0,1
"no checking",10,"existing paid","Car Purchase",1287,"<100",">=7",4,"co applicant",2,"life insurance",45,"stores","own",1,"unskilled resident",0,0,0,"good",0,1
"no checking",15,"existing paid","Consumer goods",2186,"<100","4<=X<7",1,"none",4,"real estate",33,"bank","rent",1,"unskilled resident",0,0,1,"good",1,1
"no checking",12,"critical/order existing credit","business",1185,"<100","1<=X<4",3,"none",2,"real estate",27,"stores","own",2,"skilled",0,0,1,"good",1,1
"0<=X<200",24,"existing paid","Consumer goods",4020,"<100","1<=X<4",2,"none",2,"car",27,"stores","own",1,"skilled",0,0,1,"good",0,1
"<0",18,"existing paid","Consumer goods",2659,"<100","1<=X<4",4,"none",2,"car",28,"stores","own",1,"skilled",0,0,1,"good",0,1
"no checking",9,"critical/order existing credit","Car Purchase",2134,"<100","1<=X<4",4,"none",4,"car",48,"stores","own",3,"skilled",0,1,1,"good",0,1
"no checking",12,"critical/order existing credit","Consumer goods",1240,"100<=X<500",">=7",3.27,"none",2,"real estate",38,"stores","own",2,"skilled",0,1,1,"good",0,1
"0<=X<200",12,"existing paid","Consumer goods",1155,"<100",">=7",3,"guarantor",3,"real estate",40,"bank","own",2,"unskilled resident",0,0,1,"good",0,1
"<0",39,"critical/order existing credit","Consumer goods",14179,"<100","4<=X<7",4,"none",4,"life insurance",30,"stores","own",2,"high qualified",0,1,1,"good",0,1
"<0",48,"existing paid","education",7476,"<100","4<=X<7",4,"none",1,"no known property",50,"stores","for free",1,"high qualified",0,1,1,"good",0,1
"<0",24,"no credits/all paid","Car Purchase",3632,"<100","1<=X<4",1,"guarantor",4,"car",22,"bank","rent",1,"skilled",0,0,0,"good",1,1
"no checking",36,"existing paid","business",7409,"<100",">=7",3,"none",2,"life insurance",41,"stores","own",2,"skilled",0,0,1,"good",0,1
"no checking",15,"critical/order existing credit","Car Purchase",5045,"<100",">=7",1,"none",4,"car",59,"stores","own",1,"skilled",0,1,1,"good",1,1
"<0",24,"existing paid","Consumer goods",1747,"<100","<1",4,"co applicant",1,"life insurance",24,"stores","own",1,"unskilled resident",0,0,0,"good",0,1
"no checking",18,"existing paid","Consumer goods",1473,"<100","<1",3,"none",4,"real estate",39,"stores","own",1,"skilled",0,1,1,"good",0,1
"no checking",12,"critical/order existing credit","Consumer goods",1130,"<100",">=7",3.28,"none",2,"real estate",38,"stores","own",2,"skilled",0,1,1,"good",1,1
"<0",9,"critical/order existing credit","Consumer goods",1138,"<100","1<=X<4",4,"none",4,"real estate",25,"stores","own",2,"unskilled resident",0,0,1,"good",0,1
"<0",18,"delayed previously","education",8471,"<100","1<=X<4",1,"none",2,"car",23,"stores","rent",2,"skilled",0,1,1,"good",1,1
"<0",24,"existing paid","Car Purchase",2812,"<100",">=7",2,"none",4,"real estate",26,"stores","rent",1,"skilled",0,0,1,"good",1,1
"no checking",48,"critical/order existing credit","Car Purchase",2751,"100<=X<500",">=7",4,"none",4,"car",38,"stores","own",2,"skilled",1,1,1,"good",0,1
"no checking",24,"existing paid","Car Purchase",3757,"<100",">=7",4,"co applicant",4,"no known property",62,"stores","for free",1,"skilled",0,1,1,"good",1,1
"no checking",36,"critical/order existing credit","Car Purchase",5842,"<100",">=7",2,"none",2,"life insurance",35,"stores","own",2,"skilled",1,1,1,"good",0,1
"0<=X<200",27,"existing paid","business",2528,"<100","<1",4,"none",1,"life insurance",32,"stores","own",1,"skilled",1,1,1,"good",1,1
"no checking",12,"existing paid","Car Purchase",3527,"<100","<1",2,"none",3,"life insurance",45,"stores","own",1,"high qualified",1,1,1,"good",0,1
"no checking",24,"existing paid","Consumer goods",5511,"100<=X<500","1<=X<4",4,"none",1,"car",25,"stores","own",1,"skilled",0,0,1,"good",0,1
"no checking",18,"critical/order existing credit","Car Purchase",1028,"<100","1<=X<4",4,"none",3,"real estate",36,"stores","own",2,"skilled",0,0,1,"good",1,1
"no checking",48,"existing paid","Consumer goods",10222,"<100","4<=X<7",4,"none",3,"car",37,"stores","own",1,"skilled",0,1,1,"good",0,1
"no checking",9,"critical/order existing credit","Car Purchase",2134,"<100","1<=X<4",4,"none",4,"car",48,"stores","own",3,"skilled",0,1,1,"good",0,1
"<0",48,"existing paid","Car Purchase",4788,"<100","4<=X<7",4,"none",3,"life insurance",26,"stores","own",1,"skilled",1,0,1,"good",0,1
"no checking",12,"critical/order existing credit","repairs",996,"100<=X<500","4<=X<7",4,"none",4,"real estate",23,"stores","own",2,"skilled",0,0,1,"good",1,1
"no checking",60,"existing paid","Consumer goods",10144,"100<=X<500","4<=X<7",2,"none",4,"real estate",21,"stores","own",1,"skilled",0,1,1,"good",1,1
"0<=X<200",12,"existing paid","Consumer goods",1158,"500<=X<1000","1<=X<4",3,"none",1,"car",26,"stores","own",1,"skilled",0,1,1,"good",0,1
"<0",6,"existing paid","Consumer goods",428,"<100",">=7",2,"none",1,"life insurance",49,"bank","own",1,"skilled",0,1,1,"good",1,1
"<0",18,"critical/order existing credit","Consumer goods",1049,"<100","<1",4,"none",4,"life insurance",21,"stores","rent",1,"skilled",0,0,1,"good",1,1
"no checking",12,"no credits/all paid","Consumer goods",2759,"<100",">=7",2,"none",4,"life insurance",34,"stores","own",2,"skilled",0,0,1,"good",0,1
"no checking",36,"no credits/all paid","repairs",2613,"<100","1<=X<4",4,"none",2,"car",27,"stores","own",2,"skilled",0,0,1,"good",0,1
"no checking",21,"existing paid","Consumer goods",2241,"<100",">=7",4,"none",2,"real estate",50,"stores","own",2,"skilled",0,0,1,"good",0,1
"no checking",60,"existing paid","Consumer goods",10144,"100<=X<500","4<=X<7",2,"none",4,"real estate",21,"stores","own",1,"skilled",0,1,1,"good",1,1
"0<=X<200",24,"critical/order existing credit","business",2825,"<100","4<=X<7",4,"none",3,"no known property",34,"stores","own",2,"skilled",1,1,1,"good",0,1
"<0",30,"existing paid","Consumer goods",2522,"<100",">=7",1,"guarantor",3,"life insurance",39,"stores","own",1,"skilled",1,0,1,"good",0,1
"<0",12,"existing paid","education",1200,"<100","1<=X<4",4,"none",4,"life insurance",23,"bank","rent",1,"skilled",0,1,1,"good",1,1
"no checking",6,"existing paid","Consumer goods",1766,"<100","1<=X<4",1,"none",2,"life insurance",21,"stores","rent",1,"skilled",0,0,1,"good",0,1
"no checking",6,"critical/order existing credit","Car Purchase",362,"100<=X<500","1<=X<4",4,"none",4,"car",52,"stores","own",2,"unskilled resident",0,0,1,"good",1,1
"<0",42,"existing paid","Consumer goods",7882,"<100","4<=X<7",2,"guarantor",4,"life insurance",45,"stores","for free",1,"skilled",1,0,1,"good",0,1
">=200",10,"existing paid","Consumer goods",1225,"<100","1<=X<4",2,"none",2,"car",37,"stores","own",1,"skilled",0,1,1,"good",0,1
">=200",12,"existing paid","Consumer goods",1424,">=1000",">=7",3,"none",4,"real estate",55,"stores","own",1,"high qualified",0,1,1,"good",1,1
"no checking",12,"critical/order existing credit","Consumer goods",1935,"<100",">=7",4,"none",4,"real estate",43,"stores","own",3,"skilled",0,1,1,"good",0,1
"<0",24,"existing paid","Car Purchase",2812,"<100",">=7",2,"none",4,"real estate",26,"stores","rent",1,"skilled",0,0,1,"good",1,1
"no checking",24,"existing paid","Consumer goods",2284,"<100","4<=X<7",4,"none",2,"car",28,"stores","own",1,"skilled",0,1,1,"good",0,1
"no checking",15,"existing paid","Consumer goods",1979,"100<=X<500",">=7",4,"none",2,"car",35,"stores","own",1,"skilled",0,0,1,"good",0,1
"no checking",12,"critical/order existing credit","business",1412,"<100","1<=X<4",4,"guarantor",2,"real estate",29,"stores","own",2,"high qualified",0,1,1,"good",1,1
"no checking",10,"existing paid","Car Purchase",1418,"100<=X<500","1<=X<4",3,"none",2,"real estate",35,"stores","rent",1,"unskilled resident",0,0,0,"good",0,1
"no checking",15,"critical/order existing credit","Car Purchase",5045,"<100",">=7",1,"none",4,"car",59,"stores","own",1,"skilled",0,1,1,"good",1,1
"0<=X<200",13,"critical/order existing credit","Consumer goods",882,"<100","<1",4,"guarantor",4,"real estate",23,"stores","own",2,"skilled",0,0,1,"good",0,1
"<0",18,"existing paid","Consumer goods",2659,">=1000","1<=X<4",4,"none",2,"car",28,"stores","own",1,"skilled",0,0,1,"good",0,1
"no checking",24,"existing paid","Consumer goods",5511,"100<=X<500","1<=X<4",4,"none",1,"car",25,"stores","own",1,"skilled",0,0,1,"good",0,1
"<0",15,"existing paid","Car Purchase",2511,"<100","unemployed",1,"none",4,"car",23,"stores","rent",1,"skilled",0,0,1,"good",1,1
"no checking",9,"existing paid","Consumer goods",1313,"<100",">=7",1,"none",4,"car",20,"stores","own",1,"skilled",0,0,1,"good",0,1
"no checking",27,"existing paid","repairs",5190,"<100",">=7",4,"none",4,"life insurance",48,"stores","own",4,"skilled",1,1,1,"good",0,1
"0<=X<200",24,"delayed previously","business",6967,"100<=X<500","4<=X<7",4,"none",4,"car",36,"stores","rent",1,"high qualified",0,1,1,"good",0,1
"no checking",7,"critical/order existing credit","Consumer goods",730,"<100",">=7",4,"none",2,"life insurance",46,"stores","rent",2,"unskilled resident",0,1,1,"good",0,1
"no checking",30,"existing paid","Consumer goods",1867,"<100",">=7",4,"none",4,"car",58,"stores","own",1,"skilled",0,1,1,"good",0,1
"no checking",12,"critical/order existing credit","Consumer goods",976,">=1000",">=7",4,"none",4,"car",35,"stores","own",2,"skilled",0,0,1,"good",0,1
"no checking",36,"critical/order existing credit","Consumer goods",9566,"<100","1<=X<4",2,"none",2,"car",31,"stores","own",2,"skilled",0,0,1,"good",1,1
"no checking",36,"existing paid","Car Purchase",8133,"<100","1<=X<4",1,"none",2,"life insurance",30,"bank","own",1,"skilled",0,0,1,"good",1,1
"<0",24,"critical/order existing credit","Car Purchase",2957,"<100",">=7",4,"none",4,"life insurance",63,"stores","own",2,"skilled",0,1,1,"good",0,1
"no checking",9,"existing paid","Consumer goods",904,"100<=X<500","<1",2,"none",3,"life insurance",22,"stores","rent",1,"skilled",0,0,1,"good",1,1
"<0",15,"existing paid","Car Purchase",2511,"<100","unemployed",1,"none",4,"car",23,"stores","rent",1,"skilled",0,0,1,"good",1,1
"no checking",42,"existing paid","Consumer goods",7166,"<100","4<=X<7",2,"none",4,"life insurance",29,"stores","rent",1,"skilled",0,1,1,"good",0,1
"no checking",27,"delayed previously","Car Purchase",8613,">=1000","1<=X<4",2,"none",2,"car",27,"stores","own",2,"skilled",0,0,1,"good",0,1
"no checking",6,"no credits/all paid","Consumer goods",1750,"500<=X<1000",">=7",2,"none",4,"life insurance",45,"bank","own",1,"unskilled resident",1,0,1,"good",0,1
"no checking",15,"critical/order existing credit","Consumer goods",1360,"<100","1<=X<4",4,"none",2,"life insurance",33,"stores","own",2,"skilled",0,0,1,"good",0,1
"0<=X<200",30,"existing paid","Consumer goods",1715,"500<=X<1000","1<=X<4",4,"none",1,"car",26,"stores","own",1,"skilled",0,0,1,"good",1,1
"no checking",24,"existing paid","Consumer goods",1311,"100<=X<500","4<=X<7",4,"none",3,"life insurance",26,"stores","own",1,"skilled",0,1,1,"good",0,1
"no checking",12,"critical/order existing credit","Car Purchase",682,"100<=X<500","4<=X<7",4,"none",3,"car",51,"stores","own",2,"unskilled resident",0,1,1,"good",1,1
"<0",18,"no credits/all paid","Consumer goods",1940,"<100","<1",3,"co applicant",4,"no known property",36,"bank","for free",1,"high qualified",0,1,1,"good",0,1
"0<=X<200",10,"critical/order existing credit","Consumer goods",2069,"<100","1<=X<4",2,"none",1,"car",28,"stores","own",2,"skilled",0,0,0,"good",0,1
">=200",12,"existing paid","Consumer goods",2251,"<100","1<=X<4",1,"none",2,"car",46,"stores","own",1,"unskilled resident",0,0,1,"good",1,1
"0<=X<200",12,"existing paid","Consumer goods",1155,"<100",">=7",3,"guarantor",3,"real estate",40,"bank","own",2,"unskilled resident",0,0,1,"good",0,1
"no checking",21,"critical/order existing credit","Car Purchase",3275,"<100",">=7",1,"none",4,"car",36,"stores","own",1,"high qualified",0,1,1,"good",0,1
"no checking",4,"critical/order existing credit","Consumer goods",1544,"<100","4<=X<7",2,"none",1,"real estate",42,"stores","own",3,"unskilled resident",1,0,1,"good",0,1
"<0",15,"existing paid","business",806,"<100","1<=X<4",4,"none",4,"life insurance",22,"stores","own",1,"unskilled resident",0,0,1,"good",1,1
"no checking",24,"critical/order existing credit","repairs",5507,"<100",">=7",3,"none",4,"no known property",44,"stores","for free",2,"skilled",0,0,1,"good",0,1
"no checking",11,"critical/order existing credit","Consumer goods",1154,"100<=X<500","unemployed",4,"none",4,"real estate",57,"stores","own",3,"unskilled resident",0,0,1,"good",1,1
"<0",12,"existing paid","Consumer goods",708,"<100","1<=X<4",2,"guarantor",3,"life insurance",38,"stores","own",1,"unskilled resident",1,0,1,"good",0,1
"<0",9,"critical/order existing credit","repairs",1288,"100<=X<500",">=7",3,"guarantor",4,"real estate",48,"stores","own",2,"skilled",1,0,0,"good",0,1
